Crop Type,Soil Moisture Level,Growth Day,Weather Forecast,Disease Presence,Maintenance Details
Rice,Medium,108,Windy,Severe,Rice requires attention due to severe disease presence. Use suitable fertilizers and pest control as needed.
Barley,Low,119,Cloudy,Mild,Barley requires attention due to mild disease presence. Ensure proper irrigation. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Barley,High,32,Windy,Severe,Barley requires attention due to severe disease presence. Monitor for waterlogging. Use suitable fertilizers and pest control as needed.
Groundnut,High,51,Rainy,None,Groundnut requires attention due to none disease presence. Monitor for waterlogging. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Groundnut,Low,111,Rainy,Mild,Groundnut requires attention due to mild disease presence. Ensure proper irrigation. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Groundnut,Low,36,Cloudy,Mild,Groundnut requires attention due to mild disease presence. Ensure proper irrigation. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Rice,High,55,Cloudy,Severe,Rice requires attention due to severe disease presence. Monitor for waterlogging. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Barley,High,57,Cloudy,Mild,Barley requires attention due to mild disease presence. Monitor for waterlogging. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Sugarcane,High,39,Rainy,Mild,Sugarcane requires attention due to mild disease presence. Monitor for waterlogging. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Groundnut,Low,90,Sunny,Mild,Groundnut requires attention due to mild disease presence. Ensure proper irrigation. Ensure sufficient watering and shade if necessary. Use suitable fertilizers and pest control as needed.
Wheat,High,20,Cloudy,None,Wheat requires attention due to none disease presence. Monitor for waterlogging. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Cotton,High,64,Sunny,Severe,Cotton requires attention due to severe disease presence. Monitor for waterlogging. Ensure sufficient watering and shade if necessary. Use suitable fertilizers and pest control as needed.
Sugarcane,High,79,Sunny,Severe,Sugarcane requires attention due to severe disease presence. Monitor for waterlogging. Ensure sufficient watering and shade if necessary. Use suitable fertilizers and pest control as needed.
Wheat,Medium,66,Rainy,Mild,Wheat requires attention due to mild disease presence. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Millets,Low,5,Cloudy,None,Millets requires attention due to none disease presence. Ensure proper irrigation. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Maize,Medium,47,Cloudy,None,Maize requires attention due to none disease presence. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Millets,Low,39,Sunny,None,Millets requires attention due to none disease presence. Ensure proper irrigation. Ensure sufficient watering and shade if necessary. Use suitable fertilizers and pest control as needed.
Millets,Low,98,Cloudy,Moderate,Millets requires attention due to moderate disease presence. Ensure proper irrigation. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Maize,High,116,Rainy,Severe,Maize requires attention due to severe disease presence. Monitor for waterlogging. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Millets,Low,109,Windy,Moderate,Millets requires attention due to moderate disease presence. Ensure proper irrigation. Use suitable fertilizers and pest control as needed.
Maize,Low,98,Rainy,Mild,Maize requires attention due to mild disease presence. Ensure proper irrigation. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Sugarcane,Medium,80,Windy,Severe,Sugarcane requires attention due to severe disease presence. Use suitable fertilizers and pest control as needed.
Millets,Low,17,Cloudy,Severe,Millets requires attention due to severe disease presence. Ensure proper irrigation. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Cotton,High,103,Sunny,Moderate,Cotton requires attention due to moderate disease presence. Monitor for waterlogging. Ensure sufficient watering and shade if necessary. Use suitable fertilizers and pest control as needed.
Groundnut,Low,54,Windy,None,Groundnut requires attention due to none disease presence. Ensure proper irrigation. Use suitable fertilizers and pest control as needed.
Groundnut,Low,33,Rainy,Moderate,Groundnut requires attention due to moderate disease presence. Ensure proper irrigation. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Millets,Low,101,Sunny,None,Millets requires attention due to none disease presence. Ensure proper irrigation. Ensure sufficient watering and shade if necessary. Use suitable fertilizers and pest control as needed.
Rice,Low,92,Windy,Moderate,Rice requires attention due to moderate disease presence. Ensure proper irrigation. Use suitable fertilizers and pest control as needed.
Barley,Low,67,Cloudy,Mild,Barley requires attention due to mild disease presence. Ensure proper irrigation. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Wheat,High,82,Windy,Severe,Wheat requires attention due to severe disease presence. Monitor for waterlogging. Use suitable fertilizers and pest control as needed.
Groundnut,Medium,53,Sunny,Mild,Groundnut requires attention due to mild disease presence. Ensure sufficient watering and shade if necessary. Use suitable fertilizers and pest control as needed.
Groundnut,Low,53,Rainy,Moderate,Groundnut requires attention due to moderate disease presence. Ensure proper irrigation. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Millets,High,87,Sunny,Severe,Millets requires attention due to severe disease presence. Monitor for waterlogging. Ensure sufficient watering and shade if necessary. Use suitable fertilizers and pest control as needed.
Maize,Medium,72,Windy,None,Maize requires attention due to none disease presence. Use suitable fertilizers and pest control as needed.
Groundnut,Medium,79,Cloudy,None,Groundnut requires attention due to none disease presence. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Maize,Medium,68,Windy,Severe,Maize requires attention due to severe disease presence. Use suitable fertilizers and pest control as needed.
Cotton,High,46,Windy,Mild,Cotton requires attention due to mild disease presence. Monitor for waterlogging. Use suitable fertilizers and pest control as needed.
Barley,Medium,34,Windy,Moderate,Barley requires attention due to moderate disease presence. Use suitable fertilizers and pest control as needed.
Maize,Low,108,Sunny,Severe,Maize requires attention due to severe disease presence. Ensure proper irrigation. Ensure sufficient watering and shade if necessary. Use suitable fertilizers and pest control as needed.
Barley,High,75,Cloudy,None,Barley requires attention due to none disease presence. Monitor for waterlogging. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Maize,Medium,92,Rainy,Moderate,Maize requires attention due to moderate disease presence. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Millets,High,50,Windy,Severe,Millets requires attention due to severe disease presence. Monitor for waterlogging. Use suitable fertilizers and pest control as needed.
Sugarcane,Medium,51,Cloudy,Severe,Sugarcane requires attention due to severe disease presence. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
Barley,High,74,Sunny,Mild,Barley requires attention due to mild disease presence. Monitor for waterlogging. Ensure sufficient watering and shade if necessary. Use suitable fertilizers and pest control as needed.
Barley,Medium,117,Windy,Moderate,Barley requires attention due to moderate disease presence. Use suitable fertilizers and pest control as needed.
Cotton,High,25,Rainy,Moderate,Cotton requires attention due to moderate disease presence. Monitor for waterlogging. Protect against fungal infections. Use suitable fertilizers and pest control as needed.
